Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names
Venture Round - Digital Guardian,https://www.crunchbase.com/funding_round/digitalguardian-series-unknown--70cfa088,Digital Guardian,https://www.crunchbase.com/organization/digitalguardian,Venture - Series Unknown,30000000,USD,30000000,2019-04-24,"Brookline Venture Partners, General Electric Pension Trust, Golub Capital, LLR Partners, MassMutual Ventures, Siemens Financial Services"
Seed Round - Hunters.AI,https://www.crunchbase.com/funding_round/hunters-ai-seed--3d4002b0,Hunters.AI,https://www.crunchbase.com/organization/hunters-ai,Seed,5400000,USD,5400000,2019-05-22,"Blumberg Capital, YL Ventures"
Series C - Siemplify,https://www.crunchbase.com/funding_round/siemplify-series-c--1e506680,Siemplify,https://www.crunchbase.com/organization/siemplify,Series C,30000000,USD,30000000,2019-05-20,"83North, G20 Ventures, Georgian Partners, Jump Capital"
Seed Round - Athena Security,https://www.crunchbase.com/funding_round/athena-security-inc-seed--0805eeae,Athena Security,https://www.crunchbase.com/organization/athena-security-inc,Seed,5500000,USD,5500000,2019-06-13,Pathfinder
Seed Round - CYBERNETIQ,https://www.crunchbase.com/funding_round/cybernetiq-seed--1812d2f3,CYBERNETIQ,https://www.crunchbase.com/organization/cybernetiq,Seed,250000,USD,250000,2019-06-13,MaRS Investment Accelerator Fund
Grant - Snode Technologies,https://www.crunchbase.com/funding_round/snode-technologies-grant--6de29350,Snode Technologies,https://www.crunchbase.com/organization/snode-technologies,Grant,50000,USD,50000,2019-06-13,Meltwater Entrepreneurial School of Technology (MEST)
Debt Financing - Snode Technologies,https://www.crunchbase.com/funding_round/snode-technologies-debt-financing--959470f6,Snode Technologies,https://www.crunchbase.com/organization/snode-technologies,Debt Financing,25000,USD,25000,2019-06-13,Microsoft
Series A - Tala Security,https://www.crunchbase.com/funding_round/tala-security-series-a--2167c8e4,Tala Security,https://www.crunchbase.com/organization/tala-security,Series A,9000000,USD,9000000,2019-06-07,"Jackson Square Ventures, TechOperators"
Series C - Expanse,https://www.crunchbase.com/funding_round/expanse-inc-series-c--6a50cb0a,Expanse,https://www.crunchbase.com/organization/expanse-inc,Series C,70000000,USD,70000000,2019-04-09,"Arianna Huffington, Founders Fund, IVP (Institutional Venture Partners), New Enterprise Associates, Peter Thiel, Taylor Glover, TPG Growth"
Series D - Bitglass,https://www.crunchbase.com/funding_round/bitglass-series-d--f0423322,Bitglass,https://www.crunchbase.com/organization/bitglass,Series D,70000000,USD,70000000,2019-04-08,"Future Fund, New Enterprise Associates, Norwest Venture Partners, Quadrille Capital, Singtel Innov8"
Series A - NS8,https://www.crunchbase.com/funding_round/ns8-inc-series-a--9fa44d3c,NS8,https://www.crunchbase.com/organization/ns8-inc,Series A,26000000,USD,26000000,2019-03-21,"Blu Venture Investors, Edison Partners, Hanna Ventures, Lytical Ventures, NextGen Venture Partners, Sorenson Ventures, TDF Ventures"
Series B - Swimlane,https://www.crunchbase.com/funding_round/swimlane-series-b--856c69ce,Swimlane,https://www.crunchbase.com/organization/swimlane,Series B,23000000,USD,23000000,2019-05-30,Energy Impact Partners
Seed Round - Nivaura,https://www.crunchbase.com/funding_round/nivaura-seed--b913fd22,Nivaura,https://www.crunchbase.com/organization/nivaura,Seed,20000000,USD,20000000,2019-02-27,"Digital Currency Group, HSBC, London Stock Exchange Group, Middlegame Ventures, Santander InnoVentures, Spencer Lake, Transamerica Ventures"
Seed Round - Paladin Drones,https://www.crunchbase.com/funding_round/paladin-drones-seed--bdd79a76,Paladin Drones,https://www.crunchbase.com/organization/paladin-drones,Seed,1300000,USD,1300000,2019-05-28,"Khosla Ventures, Paul Buchheit"
Corporate Round - ThetaRay,https://www.crunchbase.com/funding_round/thetaray-corporate-round--f1b198cb,ThetaRay,https://www.crunchbase.com/organization/thetaray,Corporate Round,,,,2019-06-12,ABN AMRO Digital Impact Fund
Series C - CloudGenix,https://www.crunchbase.com/funding_round/cloudgenix-series-c--694bf3c8,CloudGenix,https://www.crunchbase.com/organization/cloudgenix,Series C,65000000,USD,65000000,2019-04-17,"Bain Capital Ventures, ClearSky, CRV, Intel Capital, Mayfield Fund"
Seed Round - Citalid Cybersecurity,https://www.crunchbase.com/funding_round/citalid-cybersecurity-seed--59105e6d,Citalid Cybersecurity,https://www.crunchbase.com/organization/citalid-cybersecurity,Seed,1200000,GBP,1523370,2019-06-06,"Axeleo, BNP Paribas Private Equity"
Series E - Ionic Security,https://www.crunchbase.com/funding_round/ionic-security-series-e--891ffed4,Ionic Security,https://www.crunchbase.com/organization/ionic-security,Series E,40000000,USD,40000000,2019-02-27,"Google, GV, Icon Ventures, JP Morgan Chase, Kleiner Perkins, Meritech Capital Partners, TechOperators, TenEleven Ventures"
Series B - RiskLens,https://www.crunchbase.com/funding_round/risklens-series-b--977ed903,RiskLens,https://www.crunchbase.com/organization/risklens,Series B,20550000,USD,20550000,2019-04-08,"Dell Technologies Capital, F-Prime Capital, MassMutual Ventures, Osage Venture Partners, Paladin Capital Group"
Seed Round - Vault Platform,https://www.crunchbase.com/funding_round/vault-platform-seed--c78f88ad,Vault Platform,https://www.crunchbase.com/organization/vault-platform,Seed,4200000,USD,4200000,2019-04-29,"Angular Ventures, Jane VC, Kindred Capital, Mike Chalfen, SAATCHiNVEST, System.One"
Series A - Armorblox,https://www.crunchbase.com/funding_round/armorblox-series-a--21b2b6a0,Armorblox,https://www.crunchbase.com/organization/armorblox,Series A,16500000,USD,16500000,2019-02-20,"DJ Patil, General Catalyst, Gerhard Eschelbeck, John Thompson, Mango Capital, Oliver Friedrichs, Point72 Ventures, Ramu Arunachalam, Ronald Conway"
Debt Financing - DroneShield,https://www.crunchbase.com/funding_round/droneshield-debt-financing--e343244b,DroneShield,https://www.crunchbase.com/organization/droneshield,Debt Financing,650000,AUD,445365,2019-06-17,
Series C - PerimeterX,https://www.crunchbase.com/funding_round/perimeterx-inc--series-c--8c7ab82c,PerimeterX,https://www.crunchbase.com/organization/perimeterx-inc-,Series C,43000000,USD,43000000,2019-02-11,"Adams Street Partners, Canaan Partners, Data Collective DCVC, Scale Venture Partners, Vertex US, Vertex Ventures"
Seed Round - HyperQube,https://www.crunchbase.com/funding_round/cyber-academy-c063-seed--d3b61df2,HyperQube,https://www.crunchbase.com/organization/cyber-academy-c063,Seed,500000,USD,500000,2019-05-08,"Adam Ghetti, CIT GAP Funds, Dmitry Dain, Kathryn Stewart, Mach37, Michael W. Wellman"
Series C - Aqua Security,https://www.crunchbase.com/funding_round/aquasecurity-series-c--f98e4c9e,Aqua Security,https://www.crunchbase.com/organization/aquasecurity,Series C,62000000,USD,62000000,2019-04-03,"Insight Partners, Lightspeed Venture Partners, M12, Shlomo Kramer, TLV Partners"
Seed Round - Apozy,https://www.crunchbase.com/funding_round/apozy-seed--8263c980,Apozy,https://www.crunchbase.com/organization/apozy,Seed,2200000,USD,2200000,2019-02-14,"Base Ventures, Brad Flora, Kevin Mahaffey, ONEVC, Resolute Ventures, Sundeep Ahuja, Telegraph Hill Capital, Upside Partnership, Y Combinator"
Series A - Prevailion,https://www.crunchbase.com/funding_round/prevailion-inc-series-a--c9133f5c,Prevailion,https://www.crunchbase.com/organization/prevailion-inc,Series A,8500000,USD,8500000,2019-04-01,"AllegisCyber, DataTribe"
Seed Round - Cosmian,https://www.crunchbase.com/funding_round/cosmian-seed--64193eb0,Cosmian,https://www.crunchbase.com/organization/cosmian,Seed,1400000,EUR,1572164,2019-03-28,"Acequia Capital (Acecap), Elaia, Financière de Blacailloux, Florian Douetteau, Guillaume Amblard, Julien Lemoine, Marc Jalabert"
Series C - CyberX,https://www.crunchbase.com/funding_round/cyberx-series-c--df035432,CyberX,https://www.crunchbase.com/organization/cyberx,Series C,18000000,USD,18000000,2019-03-25,"Flint Capital, Glilot Capital Partners, Inven Capital, Norwest Venture Partners, OurCrowd, Qualcomm Ventures"
Series D - Hireology,https://www.crunchbase.com/funding_round/hireology-series-d--86d348c9,Hireology,https://www.crunchbase.com/organization/hireology,Series D,27000000,USD,27000000,2019-04-15,"Bain Capital Ventures, Baird Capital, Blue Cloud Ventures, Silicon Valley Bank"
Series D - Contrast Security,https://www.crunchbase.com/funding_round/contrast-security-series-d--e66178d8,Contrast Security,https://www.crunchbase.com/organization/contrast-security,Series D,65000000,USD,65000000,2019-02-28,"Acero Capital, AXA Venture Partners, Battery Ventures, General Catalyst, M12, Warburg Pincus"
Series B - Tessian,https://www.crunchbase.com/funding_round/checkrecipient-series-b--067e4d1b,Tessian,https://www.crunchbase.com/organization/checkrecipient,Series B,42000000,USD,42000000,2019-01-16,"Accel, Balderton Capital, Latitude, Sequoia Capital"
Seed Round - Transcend,https://www.crunchbase.com/funding_round/transcend-seed--e25661fb,Transcend,https://www.crunchbase.com/organization/transcend,Seed,3950000,USD,3950000,2019-04-04,"122WEST VENTURES, Accel, South Park Commons"
Series B - GO1,https://www.crunchbase.com/funding_round/go1-series-b--a4ec5623,GO1,https://www.crunchbase.com/organization/go1,Series B,30000000,USD,30000000,2019-03-18,"Larsen Ventures, M12, SEEK Ltd., Y Combinator"
Series B - Fleetsmith,https://www.crunchbase.com/funding_round/fleetsmith-series-b--0763bcef,Fleetsmith,https://www.crunchbase.com/organization/fleetsmith,Series B,30000000,USD,30000000,2019-04-08,"Clark Valberg, Harrison Metal, Menlo Ventures, Tiger Global Management, Upfront Ventures"
Venture Round - Polyverse,https://www.crunchbase.com/funding_round/polyverse-series-unknown--c5b5d695,Polyverse,https://www.crunchbase.com/organization/polyverse,Venture - Series Unknown,3000000,USD,3000000,2019-05-28,
Pre Seed Round - SafeTalpa,https://www.crunchbase.com/funding_round/safetalpa-pre-seed--cc5cc1a6,SafeTalpa,https://www.crunchbase.com/organization/safetalpa,Pre-Seed,35000,USD,35000,2019-06-07,Exponential Impact
Equity Crowdfunding - PixelPin,https://www.crunchbase.com/funding_round/pixelpin-equity-crowdfunding--2b673b1f,PixelPin,https://www.crunchbase.com/organization/pixelpin,Equity Crowdfunding,1467762,GBP,1855108,2019-05-31,
Venture Round - RangeForce,https://www.crunchbase.com/funding_round/vequrity-series-unknown--a5c39ec1,RangeForce,https://www.crunchbase.com/organization/vequrity,Venture - Series Unknown,1500000,USD,1500000,2019-05-22,"Paladin Capital Group, Trind Ventures"
Series F - Nextdoor,https://www.crunchbase.com/funding_round/nextdoor-series-f--28dd522a,Nextdoor,https://www.crunchbase.com/organization/nextdoor,Series F,123000000,USD,123000000,2019-05-14,"Benchmark, Kleiner Perkins, Riverwood Capital, Tiger Global Management"
Venture Round - Private Client Resources,https://www.crunchbase.com/funding_round/private-client-resources-series-unknown--c7b76538,Private Client Resources,https://www.crunchbase.com/organization/private-client-resources,Venture - Series Unknown,,,,2019-06-07,Public Pension Capital (PPC)
Series A - WebARX,https://www.crunchbase.com/funding_round/webarx-series-a--a796edf6,WebARX,https://www.crunchbase.com/organization/webarx,Series A,,,,2019-04-02,"Agrello, LIFT99, Open Data Security, Thorgate Ventures"
Series C - Red Points,https://www.crunchbase.com/funding_round/red-points-series-c--0c0cfde0,Red Points,https://www.crunchbase.com/organization/red-points,Series C,38000000,USD,38000000,2019-04-02,"Banco Sabadell (InnoCells), Eight Roads Ventures, Mangrove, Northzone, Summit Partners"
Series A - Sqreen,https://www.crunchbase.com/funding_round/sqreen-series-a--2d273c53,Sqreen,https://www.crunchbase.com/organization/sqreen,Series A,14000000,USD,14000000,2019-04-02,"Alven Capital, Blossom Capital, Greylock Partners, Point Nine Capital, Y Combinator"
Series A - Cambridge Blockchain,https://www.crunchbase.com/funding_round/cambridge-blockchain-series-a--a84cc985,Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,Series A,3500000,USD,3500000,2019-04-02,"Flourish Venture, Future Perfect Ventures, Omidyar Network, PayPal"
Series C - Socure,https://www.crunchbase.com/funding_round/socure-series-c--aa5d421f,Socure,https://www.crunchbase.com/organization/socure,Series C,30000000,USD,30000000,2019-02-28,"Commerce Ventures, Flint Capital, Santander InnoVentures, Scale Venture Partners, Sorenson Capital, Synchrony Financial, Two Sigma Ventures"
"Series B - SpyCloud, Inc.",https://www.crunchbase.com/funding_round/spycloud-inc-series-b--151cf1d5,"SpyCloud, Inc.",https://www.crunchbase.com/organization/spycloud-inc,Series B,21000000,USD,21000000,2019-02-27,"Altos Ventures, M12, March Capital Partners, Silverton Partners"
Series A - ZeroNorth,https://www.crunchbase.com/funding_round/zeronorth-series-a--3c954f4c,ZeroNorth,https://www.crunchbase.com/organization/zeronorth,Series A,10000000,USD,10000000,2019-04-29,"ClearSky, Crosslink Capital, Petrillo Capital, Rally Ventures"
Venture Round - UVeye,https://www.crunchbase.com/funding_round/uveye-series-unknown--e73fe805,UVeye,https://www.crunchbase.com/organization/uveye,Venture - Series Unknown,31000000,USD,31000000,2019-07-22,"F.I.T. Ventures, Toyota Tsusho, Volvo Cars Tech Fund, W. R. Berkley"
Series A - Signaturit,https://www.crunchbase.com/funding_round/signaturit-solutions-series-a--3d317aec,Signaturit,https://www.crunchbase.com/organization/signaturit-solutions,Series A,7000000,EUR,7939073,2019-02-19,"360 Capital Partners, Banco Sabadell (InnoCells), Bbooster Ventures, Bonsai Partners, Faraday Venture Partners, Nero Ventures"
Series A - Cymulate,https://www.crunchbase.com/funding_round/cymulate-series-a--f926eb02,Cymulate,https://www.crunchbase.com/organization/cymulate,Series A,7500000,USD,7500000,2019-03-13,"Dell Technologies Capital, Eyal Gruner, Susquehanna Growth Equity, Vertex Ventures, Vertex Ventures Israel"
Series G - Payfone,https://www.crunchbase.com/funding_round/payfone-series-g--b5ba0dc8,Payfone,https://www.crunchbase.com/organization/payfone,Series G,24000000,USD,24000000,2019-04-17,"MassMutual Ventures, Synchrony Financial, TransUnion, Wellington Management"
Series B - Light Theto,https://www.crunchbase.com/funding_round/light-theto-beijing-science-and-technology-development-co-series-b--ff8ae11b,Light Theto,https://www.crunchbase.com/organization/light-theto-beijing-science-and-technology-development-co,Series B,100000000,CNY,14572798,2019-01-02,"Baidu Ventures, Cathay Capital, Lenovo Capital and Incubator Group (LCIG), Shunwei Capital, THG Ventures, TusStar"
Initial Coin Offering - Flexa,https://www.crunchbase.com/funding_round/flexa-initial-coin-offering--4e14e5a6,Flexa,https://www.crunchbase.com/organization/flexa,Initial Coin Offering,14100000,USD,14100000,2019-04-11,"1kx, Access Ventures, Nima Capital, Pantera Capital"
Series A - Castle,https://www.crunchbase.com/funding_round/castle-2-series-a--a0cf8010,Castle,https://www.crunchbase.com/organization/castle-2,Series A,9200000,USD,9200000,2019-02-08,"F-Prime Capital, First Round Capital, Index Ventures, Olivier Pomel, Rene Bonvanie, Y Combinator, Zack Urlocker"
Series A - MistNet.ai,https://www.crunchbase.com/funding_round/mistnet-io-series-a--7c24feae,MistNet.ai,https://www.crunchbase.com/organization/mistnet-io,Series A,7000000,USD,7000000,2019-05-21,"Foundation Capital, security company, WestWave Capital"
Seed Round - MultiVu Technologies,https://www.crunchbase.com/funding_round/multivu-technologies-seed--caf65b35,MultiVu Technologies,https://www.crunchbase.com/organization/multivu-technologies,Seed,7000000,USD,7000000,2019-05-16,"CARDUMEN CAPITAL, Junson Capital, OurCrowd"
Corporate Round - Guardtime,https://www.crunchbase.com/funding_round/guardtime-corporate-round--8c30b979,Guardtime,https://www.crunchbase.com/organization/guardtime,Corporate Round,,,,2019-05-29,SICPA
Series B - Respond Software,https://www.crunchbase.com/funding_round/respond-software-series-b--a6adcfc1,Respond Software,https://www.crunchbase.com/organization/respond-software,Series B,20000000,USD,20000000,2019-05-14,"ClearSky, CRV, Foundation Capital"
Corporate Round - ThreatConnect,https://www.crunchbase.com/funding_round/threatconnect-inc--corporate-round--45ef41a2,ThreatConnect,https://www.crunchbase.com/organization/threatconnect-inc-,Corporate Round,,,,2019-06-04,Providence Strategic Growth
Seed Round - Nym Technologies,https://www.crunchbase.com/funding_round/nym-technologies-seed--cb076b25,Nym Technologies,https://www.crunchbase.com/organization/nym-technologies,Seed,2500000,USD,2500000,2019-05-13,"Binance Labs, Eden Block Venture Capital, Lemniscap, NEO Global Capital (NGC)"
Series B - LeapYear Technologies,https://www.crunchbase.com/funding_round/leapyear-technologies-series-b--bc1d6ecd,LeapYear Technologies,https://www.crunchbase.com/organization/leapyear-technologies,Series B,25600000,USD,25600000,2019-05-21,"Bain Capital Ventures, John Thompson, Lightspeed Venture Partners, Nyca Partners"
Series B - Obsidian Security,https://www.crunchbase.com/funding_round/obsidian-security-series-b--19023464,Obsidian Security,https://www.crunchbase.com/organization/obsidian-security,Series B,20000000,USD,20000000,2019-02-27,"Greylock Partners, GV, Wing Venture Capital"
Series B - Evident,https://www.crunchbase.com/funding_round/evident-id-series-b--cafa24fa,Evident,https://www.crunchbase.com/organization/evident-id,Series B,20000000,USD,20000000,2019-05-09,"Aspect Ventures, Blue Cloud Ventures, New Enterprise Associates, Tom Noonan"
Series G - Sumo Logic,https://www.crunchbase.com/funding_round/sumo-logic-series-g--7ea46a0d,Sumo Logic,https://www.crunchbase.com/organization/sumo-logic,Series G,110000000,USD,110000000,2019-05-08,"Battery Ventures, Franklin Templeton Investments, Tiger Global Management"
Venture Round - Tempered Networks,https://www.crunchbase.com/funding_round/tempered-networks-series-unknown--2873b698,Tempered Networks,https://www.crunchbase.com/organization/tempered-networks,Venture - Series Unknown,17000000,USD,17000000,2019-05-08,"Fluid Capital Group, Ignition Partners, Rally Capital Services, Ridge Ventures (Formerly known as IDG Ventures USA)"
Series C - Cato Networks,https://www.crunchbase.com/funding_round/cato-networks-series-c--1498df5d,Cato Networks,https://www.crunchbase.com/organization/cato-networks,Series C,55000000,USD,55000000,2019-01-29,"Aspect Ventures, Greylock Partners, Gur Shatz, Lightspeed Venture Partners, Shlomo Kramer, Singtel Innov8, U.S. Venture Partners (USVP)"
Venture Round - Curity,https://www.crunchbase.com/funding_round/curity-series-unknown--b844bf2e,Curity,https://www.crunchbase.com/organization/curity,Venture - Series Unknown,,,,2019-06-04,Fairpoint Capital
Venture Round - Alcatraz AI,https://www.crunchbase.com/funding_round/alcatraz-series-unknown--51550264,Alcatraz AI,https://www.crunchbase.com/organization/alcatraz,Venture - Series Unknown,,,,2019-03-22,"Hardware Club, Hemi Ventures, JCI Ventures, Ray Stata, Ruvento"
Venture Round - CipherTrace,https://www.crunchbase.com/funding_round/ciphertrace-inc-series-unknown--2497a75d,CipherTrace,https://www.crunchbase.com/organization/ciphertrace-inc,Venture - Series Unknown,14978997,USD,14978997,2019-02-19,"Aspect Ventures, Galaxy Digital LP, NeoTribe Ventures, WestWave Capital"
Series C - Attivo Networks,https://www.crunchbase.com/funding_round/attivo-networks-series-c--67abe466,Attivo Networks,https://www.crunchbase.com/organization/attivo-networks,Series C,,,,2019-03-21,"Bain Capital, Energy Impact Partners, ForgePoint Capital, Singtel Innov8"
Series B - DivvyCloud,https://www.crunchbase.com/funding_round/divvycloud-series-b--071b76c7,DivvyCloud,https://www.crunchbase.com/organization/divvycloud,Series B,20000000,USD,20000000,2019-04-26,"MissionOG, Providence Strategic Growth, RTP Ventures"
Series A - Tookitaki,https://www.crunchbase.com/funding_round/tookitaki-series-a--05bc559a,Tookitaki,https://www.crunchbase.com/organization/tookitaki,Series A,7500000,USD,7500000,2019-03-17,"Enterprise Singapore, Illuminate Financial, Jungle Ventures, Supply Chain Angels, VWX Capital"
Series D - Tongdun Technology,https://www.crunchbase.com/funding_round/tongdun-technology-series-d--0af0fa82,Tongdun Technology,https://www.crunchbase.com/organization/tongdun-technology,Series D,100000000,USD,100000000,2019-04-25,"China Merchants Capital, Everbright, GGV Capital, Guotai Asset Management"
Series B - Verkada,https://www.crunchbase.com/funding_round/verkada-series-b--d867b836,Verkada,https://www.crunchbase.com/organization/verkada,Series B,40000000,USD,40000000,2019-04-25,"First Round Capital, Meritech Capital Partners, Next47, Sequoia Capital"
Series A - Alsid,https://www.crunchbase.com/funding_round/alsid-series-a--7d42c8b5,Alsid,https://www.crunchbase.com/organization/alsid,Series A,13000000,EUR,14685697,2019-04-17,"360 Capital Partners, Axeleo, Idinvest Partners"
Series E - Rubrik,https://www.crunchbase.com/funding_round/rubrik-series-e--8b49c5c4,Rubrik,https://www.crunchbase.com/organization/rubrik,Series E,261000000,USD,261000000,2019-01-15,"Bain Capital Ventures, Greylock Partners, IVP (Institutional Venture Partners), Khosla Ventures, Lightspeed Venture Partners"
Series B - Aporeto,https://www.crunchbase.com/funding_round/aporeto-series-b--d781213b,Aporeto,https://www.crunchbase.com/organization/aporeto,Series B,20000000,USD,20000000,2019-01-30,"Comcast Ventures, National Grid Partners (NGP), Norwest Venture Partners, Telia Ventures, Wing Venture Capital"
Series B - ShiftLeft,https://www.crunchbase.com/funding_round/shiftleft-series-b--ce2d2513,ShiftLeft,https://www.crunchbase.com/organization/shiftleft,Series B,20000000,USD,20000000,2019-02-12,"Bain Capital Ventures, Mayfield Fund, SineWave Ventures, Thomvest Ventures"
Series C - Signal Sciences,https://www.crunchbase.com/funding_round/signal-sciences-series-c--b32e091d,Signal Sciences,https://www.crunchbase.com/organization/signal-sciences,Series C,35000000,USD,35000000,2019-02-05,"CRV, Harrison Metal, Index Ventures, Lead Edge Capital, Oreilly AlphaTech Ventures"
Series D - OneLogin,https://www.crunchbase.com/funding_round/onelogin-series-d--46a29431,OneLogin,https://www.crunchbase.com/organization/onelogin,Series D,100000000,USD,100000000,2019-01-10,"CRV, Greenspring Associates, Scale Venture Partners, Silver Lake Waterman"
Seed Round - MedStack,https://www.crunchbase.com/funding_round/medstack-inc-seed--a8ea65a1,MedStack,https://www.crunchbase.com/organization/medstack-inc,Seed,2400000,USD,2400000,2019-02-25,"BCF Ventures, Ontario Centres of Excellence, Panache Ventures, ScaleUP Ventures, TELUS Ventures"
Series D - JumpCloud,https://www.crunchbase.com/funding_round/jumpcloud-series-d--eaf82914,JumpCloud,https://www.crunchbase.com/organization/jumpcloud,Series D,50000000,USD,50000000,2019-05-23,"Foundry Group, General Atlantic, OpenView Venture Partners"
Series A - Lavelle Networks,https://www.crunchbase.com/funding_round/lavelle-networks-series-a--47e227f7,Lavelle Networks,https://www.crunchbase.com/organization/lavelle-networks,Series A,2087000,USD,2087000,2019-03-01,"ASM Technologies Limited, Ideaspring Capital, KAAJ Ventures, YourNest Venture Capital"
Series A - Bandura,https://www.crunchbase.com/funding_round/bandura-series-a--304bb55f,Bandura,https://www.crunchbase.com/organization/bandura,Series A,6000000,USD,6000000,2019-02-20,"Cultivation Capital, Grotech Ventures, Gula Tech Adventures, Tenfore Holdings"
Series A - Proxy,https://www.crunchbase.com/funding_round/martians-series-a--8ea5e3cc,Proxy,https://www.crunchbase.com/organization/martians,Series A,13600000,USD,13600000,2019-03-27,"Coatue Management, Kleiner Perkins, WeWork Creator Fund, Y Combinator"
Series A - Axonius,https://www.crunchbase.com/funding_round/axonius-series-a--ce8be80e,Axonius,https://www.crunchbase.com/organization/axonius,Series A,13000000,USD,13000000,2019-02-12,"Bessemer Venture Partners, Emerge, Vertex Ventures, Vertex Ventures Israel, YL Ventures"
Seed Round - Senseon,https://www.crunchbase.com/funding_round/senseon-seed--6c1791bd,Senseon,https://www.crunchbase.com/organization/senseon,Seed,6400000,USD,6400000,2019-02-19,"Amadeus Capital Partners, Crane Venture Partners, CyLon, Mark Weatherford, MMC Ventures"
Series B - Bamboocloud,https://www.crunchbase.com/funding_round/bamboocloud-series-b--8e36ecbd,Bamboocloud,https://www.crunchbase.com/organization/bamboocloud,Series B,15000000,USD,15000000,2019-05-13,"Fortune Venture Capital, Oriental Fortune Capital, Ziyu Capital"
Seed Round - FirstPoint Mobile Guard,https://www.crunchbase.com/funding_round/firstpoint-mobile-guard-seed--b4afc5ae,FirstPoint Mobile Guard,https://www.crunchbase.com/organization/firstpoint-mobile-guard,Seed,2500000,USD,2500000,2019-03-25,"Gideon Argov, Innogy Innovation Hub, The Stolero Group"
Seed Round - Sayata Labs,https://www.crunchbase.com/funding_round/sayata-labs-seed--c71dafc6,Sayata Labs,https://www.crunchbase.com/organization/sayata-labs,Seed,6500000,USD,6500000,2019-03-25,"Elron Electronic Industries, RDC - Rafael Development Corporation"
Venture Round - Symphonic,https://www.crunchbase.com/funding_round/symphonic-series-unknown--16f8f4de,Symphonic,https://www.crunchbase.com/organization/symphonic,Venture - Series Unknown,,,,2019-05-13,"Maven Capital Partners, Par Equity, Scottish Investment Bank"
Venture Round - Dathena Science,https://www.crunchbase.com/funding_round/dathena-science-series-unknown--9d3910c4,Dathena Science,https://www.crunchbase.com/organization/dathena-science,Venture - Series Unknown,,,,2019-03-25,"CerraCap Ventures, Demetis, MS&AD Ventures"
Seed Round - Clean Creative,https://www.crunchbase.com/funding_round/clean-creative-seed--382b660c,Clean Creative,https://www.crunchbase.com/organization/clean-creative,Seed,2500000,USD,2500000,2019-05-09,Real Ventures
Venture Round - Kasada,https://www.crunchbase.com/funding_round/kasada-series-unknown--f8db0523,Kasada,https://www.crunchbase.com/organization/kasada,Venture - Series Unknown,6500000,USD,6500000,2019-05-06,"CSIRO, Main Sequence Ventures, Reinventure Group"
Private Equity Round - Kaseya,https://www.crunchbase.com/funding_round/kaseya-private-equity--55cc7aa2,Kaseya,https://www.crunchbase.com/organization/kaseya,Private Equity,500000000,USD,500000000,2019-05-03,"Insight Partners, TPG"
Seed Round - Kobalt,https://www.crunchbase.com/funding_round/kobalt-seed--50631f38,Kobalt,https://www.crunchbase.com/organization/kobalt,Seed,1000000,CAD,744096,2019-05-01,"Boris Wertz, Pankaj Agarwal, Version One Ventures"
Venture Round - Red Canary,https://www.crunchbase.com/funding_round/red-canary-series-unknown--159f6488,Red Canary,https://www.crunchbase.com/organization/red-canary,Venture - Series Unknown,34000000,USD,34000000,2019-04-30,"Access Venture Partners, Noro-Moseley Partners, Summit Partners"
Seed Round - CryptoNumerics,https://www.crunchbase.com/funding_round/cryptonumerics-seed--5a7874db,CryptoNumerics,https://www.crunchbase.com/organization/cryptonumerics,Seed,3300000,CAD,2481029,2019-03-13,"11.2 Capital, Data Capital Management, Lux Capital"
Series A - HelloVerify,https://www.crunchbase.com/funding_round/helloverify-series-a--f53ee156,HelloVerify,https://www.crunchbase.com/organization/helloverify,Series A,,,,2019-03-12,"Data Collective DCVC, Lead Angels Network, VentureSouq, Y Combinator"
Series B - BlueVoyant,https://www.crunchbase.com/funding_round/blueteamglobal-series-b--5352e3b1,BlueVoyant,https://www.crunchbase.com/organization/blueteamglobal,Series B,82500000,USD,82500000,2019-05-30,Fiserv
Seed Round - Trace Data,https://www.crunchbase.com/funding_round/trace-data-seed--10e8384b,Trace Data,https://www.crunchbase.com/organization/trace-data,Seed,5000000,USD,5000000,2019-07-01,"Accel, Kleiner Perkins, overtime.vc"
Series B - Cmd,https://www.crunchbase.com/funding_round/cmd-series-b--5bd24d56,Cmd,https://www.crunchbase.com/organization/cmd,Series B,15000000,USD,15000000,2019-02-26,"Amplify Partners, Expa, GV"
Series A - Odaseva,https://www.crunchbase.com/funding_round/odaseva-series-a--f141bf8c,Odaseva,https://www.crunchbase.com/organization/odaseva,Series A,11700000,USD,11700000,2019-02-28,"Partech, Salesforce Ventures, Serena"
Grant - ADT Security,https://www.crunchbase.com/funding_round/adt-security-grant--429d5a1e,ADT Security,https://www.crunchbase.com/organization/adt-security,Grant,4000000,USD,4000000,2019-06-05,
Series A - ReachFive,https://www.crunchbase.com/funding_round/reachfive-series-a--9140271e,ReachFive,https://www.crunchbase.com/organization/reachfive,Series A,10000000,USD,10000000,2019-04-11,"CapHorn Invest, Dawn Capital, Ventech"
