Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names
Series C - TrapX Security,https://www.crunchbase.com/funding_round/trapx-security-series-c--37b7334f,TrapX Security,https://www.crunchbase.com/organization/trapx-security,Series C,18000000,USD,18000000,2019-07-01,"BRM Capital, Ibex Investors, Intel Capital, Liberty Technology Venture Capital, Opus Capital, Strategic Cyber Ventures"
Seed Round - Orca Security,https://www.crunchbase.com/funding_round/orca-security-seed--6eedc9c9,Orca Security,https://www.crunchbase.com/organization/orca-security,Seed,6500000,USD,6500000,2019-06-12,YL Ventures
Series C - Expel,https://www.crunchbase.com/funding_round/expel-series-c--a44f28b4,Expel,https://www.crunchbase.com/organization/expel,Series C,40000000,USD,40000000,2019-06-18,"Battery Ventures, Greycroft, Index Ventures, New Enterprise Associates, Paladin Capital Group, Scale Venture Partners"
Series B - BitTitan,https://www.crunchbase.com/funding_round/bittitan-2-series-b--1d71d3b7,BitTitan,https://www.crunchbase.com/organization/bittitan-2,Series B,,,,2019-07-17,Vistara Capital Partners
Series A - Liongard,https://www.crunchbase.com/funding_round/liongard-series-a--11b33327,Liongard,https://www.crunchbase.com/organization/liongard,Series A,4500000,USD,4500000,2019-05-31,"Gestalt Theory Venture Partners, Richard Yoo, TDF Ventures, ‎Integr8d Capital"
Seed Round - Zeepson Technology,https://www.crunchbase.com/funding_round/zeepson-technology-seed--299dce48,Zeepson Technology,https://www.crunchbase.com/organization/zeepson-technology,Seed,100000000,CNY,14488763,2019-05-30,"Guorong Capital, LeBox Capital, Tencent Holdings"
Debt Financing - Vector Security,https://www.crunchbase.com/funding_round/vector-security-debt-financing--33704ca9,Vector Security,https://www.crunchbase.com/organization/vector-security,Debt Financing,450000000,USD,450000000,2019-06-11,"PNC Bank, PNC Capital Markets"
Series C - GuardiCore,https://www.crunchbase.com/funding_round/guardicore-series-c--7536274e,GuardiCore,https://www.crunchbase.com/organization/guardicore,Series C,60000000,USD,60000000,2019-05-20,"83North, Battery Ventures, ClalTech, Deutsche Telekom Capital Partners, Greenfield Partners, Partech, Qumra Capital, TPG Growth"
Series D - Bitglass,https://www.crunchbase.com/funding_round/bitglass-series-d--f0423322,Bitglass,https://www.crunchbase.com/organization/bitglass,Series D,70000000,USD,70000000,2019-04-08,"Future Fund, New Enterprise Associates, Norwest Venture Partners, Quadrille Capital, Singtel Innov8"
Series C - Aqua Security,https://www.crunchbase.com/funding_round/aquasecurity-series-c--f98e4c9e,Aqua Security,https://www.crunchbase.com/organization/aquasecurity,Series C,62000000,USD,62000000,2019-04-03,"Insight Partners, Lightspeed Venture Partners, M12, Shlomo Kramer, TLV Partners"
Seed Round - Apozy,https://www.crunchbase.com/funding_round/apozy-seed--8263c980,Apozy,https://www.crunchbase.com/organization/apozy,Seed,2200000,USD,2200000,2019-02-14,"Base Ventures, Brad Flora, Kevin Mahaffey, ONEVC, Resolute Ventures, Sundeep Ahuja, Telegraph Hill Capital, Upside Partnership, Y Combinator"
Series D - Contrast Security,https://www.crunchbase.com/funding_round/contrast-security-series-d--e66178d8,Contrast Security,https://www.crunchbase.com/organization/contrast-security,Series D,65000000,USD,65000000,2019-02-28,"Acero Capital, AXA Venture Partners, Battery Ventures, General Catalyst, M12, Warburg Pincus"
Series A - ZeroNorth,https://www.crunchbase.com/funding_round/zeronorth-series-a--3c954f4c,ZeroNorth,https://www.crunchbase.com/organization/zeronorth,Series A,10000000,USD,10000000,2019-04-29,"ClearSky, Crosslink Capital, Petrillo Capital, Rally Ventures"
Series B - DivvyCloud,https://www.crunchbase.com/funding_round/divvycloud-series-b--071b76c7,DivvyCloud,https://www.crunchbase.com/organization/divvycloud,Series B,20000000,USD,20000000,2019-04-26,"MissionOG, Providence Strategic Growth, RTP Ventures"
Series C - CyberGRX,https://www.crunchbase.com/funding_round/cybergrx-series-c--1c3fe47a,CyberGRX,https://www.crunchbase.com/organization/cybergrx,Series C,30000000,USD,30000000,2018-11-28,"Aetna Ventures, AllegisCyber, Bessemer Venture Partners, Blackstone Group, ClearSky, GV, MassMutual Ventures, Scale Venture Partners, TenEleven Ventures"
Series D - OneLogin,https://www.crunchbase.com/funding_round/onelogin-series-d--46a29431,OneLogin,https://www.crunchbase.com/organization/onelogin,Series D,100000000,USD,100000000,2019-01-10,"CRV, Greenspring Associates, Scale Venture Partners, Silver Lake Waterman"
Seed Round - MedStack,https://www.crunchbase.com/funding_round/medstack-inc-seed--a8ea65a1,MedStack,https://www.crunchbase.com/organization/medstack-inc,Seed,2400000,USD,2400000,2019-02-25,"BCF Ventures, Ontario Centres of Excellence, Panache Ventures, ScaleUP Ventures, TELUS Ventures"
Seed Round - Kobalt,https://www.crunchbase.com/funding_round/kobalt-seed--50631f38,Kobalt,https://www.crunchbase.com/organization/kobalt,Seed,1000000,CAD,744096,2019-05-01,"Boris Wertz, Pankaj Agarwal, Version One Ventures"
Series A - Odaseva,https://www.crunchbase.com/funding_round/odaseva-series-a--f141bf8c,Odaseva,https://www.crunchbase.com/organization/odaseva,Series A,11700000,USD,11700000,2019-02-28,"Partech, Salesforce Ventures, Serena"
Seed Round - AppOmni,https://www.crunchbase.com/funding_round/appomni-seed--96358a48,AppOmni,https://www.crunchbase.com/organization/appomni,Seed,3000000,USD,3000000,2019-04-04,"Costanoa Ventures, George Hu, Silicon Valley Data Capital"
Series A - Perimeter 81,https://www.crunchbase.com/funding_round/perimeter-81-series-a--b52ee67e,Perimeter 81,https://www.crunchbase.com/organization/perimeter-81,Series A,5000000,USD,5000000,2019-03-26,"JAL Ventures, Spring Ventures"
Series F - Netskope,https://www.crunchbase.com/funding_round/netskope-series-f--386c2466,Netskope,https://www.crunchbase.com/organization/netskope,Series F,168700000,USD,168700000,2018-11-13,"Accel, Base Partners, Geodesic Capital, ICONIQ Capital, Lightspeed Venture Partners, Sapphire Ventures, Social Capital"
Funding Round - Cyscale,https://www.crunchbase.com/funding_round/cyscale-undisclosed--e3868f3f,Cyscale,https://www.crunchbase.com/organization/cyscale,Funding Round,100000,EUR,113869,2018-11-02,"Laura Cical, Ovidiu Cical"
Series B - Tigera,https://www.crunchbase.com/funding_round/tigera-series-b--50938efd,Tigera,https://www.crunchbase.com/organization/tigera,Series B,30000000,USD,30000000,2018-12-12,"Insight Partners, Madrona Venture Group, New Enterprise Associates, Wing"
Series A - Salt Security,https://www.crunchbase.com/funding_round/saltsecurity-series-a--ed2ab878,Salt Security,https://www.crunchbase.com/organization/saltsecurity,Series A,10000000,USD,10000000,2019-01-29,"Kevin Mahaffey, Marius Nacht, S Capital"
Series B - ReSec Technologies,https://www.crunchbase.com/funding_round/re-sec-technologies-series-b--4e23f625,ReSec Technologies,https://www.crunchbase.com/organization/re-sec-technologies,Series B,2000000,USD,2000000,2019-01-27,"Founders Group, PICO Venture Partners, Plug and Play"
Series A - Cognigo,https://www.crunchbase.com/funding_round/cognigo-series-a--92e8d875,Cognigo,https://www.crunchbase.com/organization/cognigo,Series A,8500000,USD,8500000,2018-11-13,"Mitvah Shamir, OurCrowd, Prosegur, State of Mind Ventures"
"Seed Round - Monarx, Inc.",https://www.crunchbase.com/funding_round/monarx-inc-seed--41ec6b73,"Monarx, Inc.",https://www.crunchbase.com/organization/monarx-inc,Seed,3900000,USD,3900000,2019-02-20,"Crosscut Ventures, Kickstart Seed Fund, Pelion Venture Partners"
Series A - Alcide,https://www.crunchbase.com/funding_round/alcide-series-a--043e5bce,Alcide,https://www.crunchbase.com/organization/alcide,Series A,7000000,USD,7000000,2018-11-19,"CE Ventures (CEIIF), Elron Electronic Industries, Intel Capital"
Series B - Avanan,https://www.crunchbase.com/funding_round/avanan-series-b--d1483c34,Avanan,https://www.crunchbase.com/organization/avanan,Series B,25000000,USD,25000000,2018-12-17,"Greenfield Partners, Magma Venture Partners, StageOne Ventures"
Series B - Lacework,https://www.crunchbase.com/funding_round/lacework-series-b--4e568252,Lacework,https://www.crunchbase.com/organization/lacework,Series B,24000000,USD,24000000,2018-08-28,"Alumni Ventures Group, AME Cloud Ventures, Courtney Broadus, Liberty Global Ventures, Spike Ventures, Strawberry Creek Ventures, Sutter Hill Ventures, The Yard Ventures, Total Access Fund, Triphammer Ventures, Webb Investment Network"
Series A - Anitian,https://www.crunchbase.com/funding_round/anitian-series-a--d6fc6e08,Anitian,https://www.crunchbase.com/organization/anitian,Series A,11000000,USD,11000000,2019-02-27,ForgePoint Capital
Seed Round - 689Cloud,https://www.crunchbase.com/funding_round/689cloud-seed--5c3475f4,689Cloud,https://www.crunchbase.com/organization/689cloud,Seed,,,,2019-05-09,ICE71
Seed Round - Shujinko,https://www.crunchbase.com/funding_round/shujinko-seattle-washington-seed--13fd8998,Shujinko,https://www.crunchbase.com/organization/shujinko-seattle-washington,Seed,2800000,USD,2800000,2018-10-11,"Defy.vc, PSL Ventures, Unusual Ventures, VAS Ventures, Vast Ventures, Vulcan Capital"
Series A - Automox,https://www.crunchbase.com/funding_round/automox-series-a--fac41ab1,Automox,https://www.crunchbase.com/organization/automox,Series A,9300000,USD,9300000,2018-11-13,"Blue Note Ventures, CRV, TechOperators, Tom Noonan"
Series A - Spinbackup,https://www.crunchbase.com/funding_round/spinbackup-llc-series-a--9d45914c,Spinbackup,https://www.crunchbase.com/organization/spinbackup-llc,Series A,1500000,USD,1500000,2018-12-16,"bValue Venture Capital, TMT Investments"
Series A - Reblaze,https://www.crunchbase.com/funding_round/reblaze-series-a--14d7154c,Reblaze,https://www.crunchbase.com/organization/reblaze,Series A,,,,2018-09-01,"Data Point Capital, JAL Ventures, Sonae IM"
Grant - Intigriti,https://www.crunchbase.com/funding_round/intigriti-grant--d402dbfe,Intigriti,https://www.crunchbase.com/organization/intigriti,Grant,71429,EUR,82694,2018-10-01,EASME - EU Executive Agency for SMEs
Secondary Market - Lookout,https://www.crunchbase.com/funding_round/lookout-secondary-market--4e62441d,Lookout,https://www.crunchbase.com/organization/lookout,Secondary Market,,,,2018-01-01,Kevin Milden
Seed Round - APIIDA,https://www.crunchbase.com/funding_round/apiida-seed--c446ef1a,APIIDA,https://www.crunchbase.com/organization/apiida,Seed,,,,2019-02-15,Kahanamoku Ventures
Non Equity Assistance - Cyscale,https://www.crunchbase.com/funding_round/cyscale-non-equity-assistance--9b4fdae3,Cyscale,https://www.crunchbase.com/organization/cyscale,Non-equity Assistance,,,,2019-04-04,Techcelerator
Seed Round - Cybersenshi,https://www.crunchbase.com/funding_round/cybersenshi-seed--2d422d89,Cybersenshi,https://www.crunchbase.com/organization/cybersenshi,Seed,,,,2019-04-01,Canary Investment LLC
Grant - Byos,https://www.crunchbase.com/funding_round/byos-grant--3b165486,Byos,https://www.crunchbase.com/organization/byos,Grant,330000,CAD,245551,2019-05-01,National Research Council Canada
Pre Seed Round - Byos,https://www.crunchbase.com/funding_round/byos-pre-seed--7949db79,Byos,https://www.crunchbase.com/organization/byos,Pre-Seed,730000,CAD,535367,2018-12-28,Rodrigo Branco
Grant - Byos,https://www.crunchbase.com/funding_round/byos-grant--dda8394a,Byos,https://www.crunchbase.com/organization/byos,Grant,500000,CAD,369549,2019-06-01,Atlantic Canada Opportunities Agency
Series B - Secucloud GmbH,https://www.crunchbase.com/funding_round/secucloud-series-b--cc125901,Secucloud GmbH,https://www.crunchbase.com/organization/secucloud,Series B,,,,2017-10-01,Sonae IM
Funding Round - Reblaze,https://www.crunchbase.com/funding_round/reblaze-undisclosed--0ceafa74,Reblaze,https://www.crunchbase.com/organization/reblaze,Funding Round,,,,2018-09-01,Sonae IM
Series E - Illumio,https://www.crunchbase.com/funding_round/illumio-series-e--4f2d4c1d,Illumio,https://www.crunchbase.com/organization/illumio,Series E,65000000,USD,65000000,2019-02-07,J.P. Morgan Asset Management
Seed Round - YAXA,https://www.crunchbase.com/funding_round/yaxa-seed--43fc0e4a,YAXA,https://www.crunchbase.com/organization/yaxa,Seed,,,,2018-06-04,Startupbootcamp FinTech London
Seed Round - Alpin,https://www.crunchbase.com/funding_round/alpin-seed--c3ecd1dd,Alpin,https://www.crunchbase.com/organization/alpin,Seed,2000000,USD,2000000,2018-07-26,"BCF Ventures, Conversion Capital, NEXT Frontier Capital, Techstars"
Seed Round - Reblaze,https://www.crunchbase.com/funding_round/reblaze-seed--1ea3fd04,Reblaze,https://www.crunchbase.com/organization/reblaze,Seed,,,,2018-02-01,SixThirty CYBER
Series A - PureSec,https://www.crunchbase.com/funding_round/puresec-series-a--dafb3731,PureSec,https://www.crunchbase.com/organization/puresec,Series A,7000000,USD,7000000,2018-10-04,"Entrée Capital, Square Peg Capital, TLV Partners"
Seed Round - Beetles Cyber Security Ltd.,https://www.crunchbase.com/funding_round/beetles-seed--b7b2feeb,Beetles Cyber Security Ltd.,https://www.crunchbase.com/organization/beetles,Seed,20000000,BDT,237853,2019-03-13,BD Ventures
Series A - StopDDoS,https://www.crunchbase.com/funding_round/stopddos-series-a--23972e3b,StopDDoS,https://www.crunchbase.com/organization/stopddos,Series A,20000000,USD,20000000,2018-10-26,"PSL Ventures, ULan Network"
Series B - Tresorit,https://www.crunchbase.com/funding_round/tresorium-series-b--95aec08c,Tresorit,https://www.crunchbase.com/organization/tresorium,Series B,11500000,EUR,13076072,2018-12-21,"3TS Capital Partners, Andreas Kemi, Day One Capital, Marton Anka, PortfoLion"
Pre Seed Round - Kindite,https://www.crunchbase.com/funding_round/kindite-pre-seed--480abe92,Kindite,https://www.crunchbase.com/organization/kindite,Pre-Seed,,,,2018-01-01,The Junction
Pre Seed Round - SecureStack,https://www.crunchbase.com/funding_round/securestack-pre-seed--ea1549c8,SecureStack,https://www.crunchbase.com/organization/securestack,Pre-Seed,50000,AUD,36350,2018-11-15,CyRise
Venture Round - ZeroNorth,https://www.crunchbase.com/funding_round/zeronorth-series-unknown--4af3a3da,ZeroNorth,https://www.crunchbase.com/organization/zeronorth,Venture - Series Unknown,6000000,USD,6000000,2018-11-27,
Seed Round - Panther Labs,https://www.crunchbase.com/funding_round/panther-labs-seed--b46ec83f,Panther Labs,https://www.crunchbase.com/organization/panther-labs,Seed,,,,2018-11-14,S28 Capital
Seed Round - StealthMail,https://www.crunchbase.com/funding_round/stealthmail-seed--d7a9c56d,StealthMail,https://www.crunchbase.com/organization/stealthmail,Seed,2100000,USD,2100000,2017-07-15,Dima Bull
Series B - Bespin Global,https://www.crunchbase.com/funding_round/bespin-global-series-b--efd475b0,Bespin Global,https://www.crunchbase.com/organization/bespin-global,Series B,77000000,USD,77000000,2018-10-31,"DY Holdings, ST Telemedia"
Venture Round - CoreStack,https://www.crunchbase.com/funding_round/cd-cloudenablers-pvt-limited-series-unknown--e1f9f654,CoreStack,https://www.crunchbase.com/organization/cd-cloudenablers-pvt-limited,Venture - Series Unknown,3208000,USD,3208000,2018-10-23,Z5 Capital
Seed Round - Zerv,https://www.crunchbase.com/funding_round/zerv-seed--e5b0f3f5,Zerv,https://www.crunchbase.com/organization/zerv,Seed,750000,USD,750000,2019-01-11,
Venture Round - SDG Corporation (TruOps),https://www.crunchbase.com/funding_round/sdg-corporation-series-unknown--4d33f9ca,SDG Corporation (TruOps),https://www.crunchbase.com/organization/sdg-corporation,Venture - Series Unknown,,,,2018-10-02,Petros Partners
Venture Round - Ankr,https://www.crunchbase.com/funding_round/ankr-network-series-unknown--4e21ca80,Ankr,https://www.crunchbase.com/organization/ankr-network,Venture - Series Unknown,3000000,USD,3000000,2018-06-01,"DHVC, JD Capital, JLAB | JD capital, NEO Global Capital (NGC), Pantera Capital"
Seed Round - SafeHouse,https://www.crunchbase.com/funding_round/safehouse-ffed-seed--de981c2b,SafeHouse,https://www.crunchbase.com/organization/safehouse-ffed,Seed,,,,2018-01-01,CyLon
Grant - Sequestim,https://www.crunchbase.com/funding_round/sequestim-grant--307b0a7d,Sequestim,https://www.crunchbase.com/organization/sequestim,Grant,,,,2018-02-23,
Series F - Fastly,https://www.crunchbase.com/funding_round/fastly-series-f--a67b2e94,Fastly,https://www.crunchbase.com/organization/fastly,Series F,40000000,USD,40000000,2018-07-17,"Deutsche Telekom Capital Partners, Sozo Ventures, Swisscom Ventures"
Pre Seed Round - Cyscale,https://www.crunchbase.com/funding_round/cyscale-pre-seed--21a2d417,Cyscale,https://www.crunchbase.com/organization/cyscale,Pre-Seed,50000,EUR,56437,2019-07-01,
