Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names
Seed Round - LogRocket,https://www.crunchbase.com/funding_round/logrocket-seed--9c1b2482,LogRocket,https://www.crunchbase.com/organization/logrocket,Seed,4000000,USD,4000000,2017-08-28,"Kevin Mahaffey, Matrix Partners, Nitesh Banta"
Convertible Note - PatternEx,https://www.crunchbase.com/funding_round/patternex-convertible-note--7c4dafcf,PatternEx,https://www.crunchbase.com/organization/patternex,Convertible Note,,,,2017-07-16,"CTW Venture Partners, Maxim Ventures, Monta Vista Capital"
Seed Round - Dover Microsystems,https://www.crunchbase.com/funding_round/dover-microsystems-seed--4d80d47d,Dover Microsystems,https://www.crunchbase.com/organization/dover-microsystems,Seed,6000000,USD,6000000,2018-02-21,"Draper, Hub Angels Investment Group, Hyperplane Venture Capital, Qualcomm Ventures"
Venture Round - Hornetsecurity,https://www.crunchbase.com/funding_round/hornetsecurity-series-unknown--ce43de36,Hornetsecurity,https://www.crunchbase.com/organization/hornetsecurity,Venture - Series Unknown,,,,2017-10-27,
Series A - Rubica,https://www.crunchbase.com/funding_round/rubica-series-a--a34d5ef3,Rubica,https://www.crunchbase.com/organization/rubica,Series A,9000000,USD,9000000,2018-03-13,"Anonymous Trust, Lerer Hippeau, Reflective Venture Partners, Slow Ventures, Upfront Ventures"
Seed Round - Smile Identity,https://www.crunchbase.com/funding_round/smile-identity-seed--0304758f,Smile Identity,https://www.crunchbase.com/organization/smile-identity,Seed,,,,2018-04-09,"500 Startups, Intercept Ventures, Susa Ventures, ValueStream Ventures"
Seed Round - Giroxx,https://www.crunchbase.com/funding_round/giroxx-seed--c85aeb9e,Giroxx,https://www.crunchbase.com/organization/giroxx,Seed,500000,EUR,594646,2017-09-04,Hessen Kapital I GmbH
Venture Round - AlloVoisins,https://www.crunchbase.com/funding_round/allovoisins-series-unknown--7f6a1822,AlloVoisins,https://www.crunchbase.com/organization/allovoisins,Venture - Series Unknown,3000000,EUR,3678251,2018-02-08,"RTL Group, Verdoso Media"
Venture Round - Keep,https://www.crunchbase.com/funding_round/keep-series-unknown--ed0ee4c9,Keep,https://www.crunchbase.com/organization/keep,Venture - Series Unknown,,,,2018-04-01,"Andreessen Horowitz, Compound, Dekrypt Capital, Fabric Ventures, Green Bay Ventures, Polychain, Synapse Capital"
Seed Round - XCloud Networks,https://www.crunchbase.com/funding_round/xcloud-networks-seed--3dbd7d1b,XCloud Networks,https://www.crunchbase.com/organization/xcloud-networks,Seed,560000,USD,560000,2018-01-11,"Berge Berge Ayvazian, Granatus Ventures, HI Cisco, Hrachya Aghajanyan, Nucleus Investments, SmartGateVC"
Seed Round - Smart Protection,https://www.crunchbase.com/funding_round/smart-protection-seed--48b59ff1,Smart Protection,https://www.crunchbase.com/organization/smart-protection,Seed,880000,EUR,1003591,2017-07-13,"Bankinter Capital Riesgo, Big Sur Ventures, JME Ventures, Wayra"
Seed Round - Criptext,https://www.crunchbase.com/funding_round/criptext-seed--900b792c,Criptext,https://www.crunchbase.com/organization/criptext,Seed,625000,USD,625000,2017-11-01,Marina Acton
Pre Seed Round - Awen Collective Ltd,https://www.crunchbase.com/funding_round/awen-collective-ltd-pre-seed--47fac1b2,Awen Collective Ltd,https://www.crunchbase.com/organization/awen-collective-ltd,Pre-Seed,,,,2018-01-11,"Development Bank of Wales, Ian Merricks, Inspire Growth Wales"
Debt Financing - siOPTICA,https://www.crunchbase.com/funding_round/sioptica-debt-financing--adb2a162,siOPTICA,https://www.crunchbase.com/organization/sioptica,Debt Financing,4000000,EUR,4987294,2018-02-14,bm-t beteiligungsmanagement thüringen
Venture Round - Kaseya,https://www.crunchbase.com/funding_round/kaseya-series-unknown--653955ee,Kaseya,https://www.crunchbase.com/organization/kaseya,Venture - Series Unknown,38000000,EUR,44777315,2017-11-15,Ireland Strategic Investment Fund
Seed Round - Loqr,https://www.crunchbase.com/funding_round/loqr-seed--b4b4c8e6,Loqr,https://www.crunchbase.com/organization/loqr,Seed,1140000,EUR,1402476,2018-03-29,"Betwixt Ventures, Big Start Ventures, EDP, REDangels, Startup Braga"
Convertible Note - Simtek,https://www.crunchbase.com/funding_round/simtek-2-convertible-note--f35d6540,Simtek,https://www.crunchbase.com/organization/simtek-2,Convertible Note,500000,USD,500000,2018-01-01,"Brady Simpson, Charlie Cheever, GE32 Capital, Graph Ventures"
Private Equity Round - Clearway Group,https://www.crunchbase.com/funding_round/clearway-group-private-equity--9e434edb,Clearway Group,https://www.crunchbase.com/organization/clearway-group,Private Equity,23000000,GBP,32052488,2018-04-25,"Business Growth Fund, Santander UK"
Venture Round - Vision CCTV,https://www.crunchbase.com/funding_round/vision-cctv-series-unknown--32d796d8,Vision CCTV,https://www.crunchbase.com/organization/vision-cctv,Venture - Series Unknown,150000,GBP,198102,2017-09-13,"Mercia Technologies, Northern Powerhouse Investment Fund"
Venture Round - AimBrain,https://www.crunchbase.com/funding_round/aimbrain-series-unknown--c2ea060e,AimBrain,https://www.crunchbase.com/organization/aimbrain,Venture - Series Unknown,,,,2018-01-25,Upscale
Venture Round - Panaseer,https://www.crunchbase.com/funding_round/panaseer-series-unknown--0be99b95,Panaseer,https://www.crunchbase.com/organization/panaseer,Venture - Series Unknown,,,,2018-01-25,Upscale
Venture Round - B-Secur,https://www.crunchbase.com/funding_round/b-secur-series-unknown--ff6b970a,B-Secur,https://www.crunchbase.com/organization/b-secur,Venture - Series Unknown,,,,2018-01-25,Upscale
Seed Round - Wootcloud,https://www.crunchbase.com/funding_round/wootcloud-seed--bee67be7,Wootcloud,https://www.crunchbase.com/organization/wootcloud,Seed,2800000,USD,2800000,2017-08-31,"Clear Ventures, Nexus Venture Partners"
Venture Round - Garrison Technology,https://www.crunchbase.com/funding_round/garrison-technology-series-unknown--557182e0,Garrison Technology,https://www.crunchbase.com/organization/garrison-technology,Venture - Series Unknown,,,,2018-01-25,Upscale
Initial Coin Offering - Tezos,https://www.crunchbase.com/funding_round/tezos-initial-coin-offering--943d13a9,Tezos,https://www.crunchbase.com/organization/tezos,Initial Coin Offering,232000000,USD,232000000,2017-07-13,"Alexis Berthoud, Andreas Schwartz, Boost VC, Cypher Capital, Dalma Capital, James Sowers, Limitless Crypto Investments, Zachary Cefaratti"
Venture Round - Darktrace,https://www.crunchbase.com/funding_round/darktrace-series-unknown--60002c40,Darktrace,https://www.crunchbase.com/organization/darktrace,Venture - Series Unknown,,,,2018-03-07,Future Fifty
Venture Round - Biosite Systems,https://www.crunchbase.com/funding_round/biosite-systems-series-unknown--3508a06f,Biosite Systems,https://www.crunchbase.com/organization/biosite-systems,Venture - Series Unknown,,,,2018-03-07,Future Fifty
Venture Round - Semafone,https://www.crunchbase.com/funding_round/semafone-series-unknown--6eb7d9b0,Semafone,https://www.crunchbase.com/organization/semafone,Venture - Series Unknown,,,,2018-03-07,Future Fifty
Venture Round - Egress Software Technologies,https://www.crunchbase.com/funding_round/egress-software-technologies-series-unknown--5fa4792d,Egress Software Technologies,https://www.crunchbase.com/organization/egress-software-technologies,Venture - Series Unknown,,,,2018-03-07,Future Fifty
Series B - BitGo,https://www.crunchbase.com/funding_round/bitgo-series-b--2cdd25e7,BitGo,https://www.crunchbase.com/organization/bitgo,Series B,57500000,USD,57500000,2017-12-11,"Bill Lee, Craft Ventures, David Sacks, Digital Currency Group, DRW, Galaxy Digital LP, Goldman Sachs Principal Strategic Investments, Redpoint, Valor Equity Partners"
Pre Seed Round - PolyPort,https://www.crunchbase.com/funding_round/polyport-2c90-pre-seed--8eb4e2c0,PolyPort,https://www.crunchbase.com/organization/polyport-2c90,Pre-Seed,1200000,USD,1200000,2018-05-01,"Seraph Group, Texas Halo Fund"
Grant - IMPLASER99,https://www.crunchbase.com/funding_round/implaser99-grant--9574e2bb,IMPLASER99,https://www.crunchbase.com/organization/implaser99,Grant,71429,EUR,85651,2018-05-01,EASME - EU Executive Agency for SMEs
Seed Round - Cybershield,https://www.crunchbase.com/funding_round/cybershield-seed--9a7803aa,Cybershield,https://www.crunchbase.com/organization/cybershield,Seed,,,,2017-12-07,NCSC Cyber Accelerator
Seed Round - RazorSecure,https://www.crunchbase.com/funding_round/razorsecure-seed--9420123e,RazorSecure,https://www.crunchbase.com/organization/razorsecure,Seed,,,,2017-12-07,NCSC Cyber Accelerator
Seed Round - Ioetec.com,https://www.crunchbase.com/funding_round/iotec-com-seed--50c17b8f,Ioetec.com,https://www.crunchbase.com/organization/iotec-com,Seed,,,,2017-12-11,NCSC Cyber Accelerator
Seed Round - ExactTrak,https://www.crunchbase.com/funding_round/exacttrak-seed--480362f6,ExactTrak,https://www.crunchbase.com/organization/exacttrak,Seed,,,,2017-12-11,NCSC Cyber Accelerator
Seed Round - Warden,https://www.crunchbase.com/funding_round/warden-seed--ea5ebb33,Warden,https://www.crunchbase.com/organization/warden,Seed,,,,2017-10-20,NCSC Cyber Accelerator
Seed Round - Intruder,https://www.crunchbase.com/funding_round/intruder-seed--fed58c98,Intruder,https://www.crunchbase.com/organization/intruder,Seed,,,,2017-12-11,NCSC Cyber Accelerator
Seed Round - Secure Code Warrior,https://www.crunchbase.com/funding_round/secure-code-warrior-seed--9cb6a856,Secure Code Warrior,https://www.crunchbase.com/organization/secure-code-warrior,Seed,,,,2017-12-07,NCSC Cyber Accelerator
Venture Round - KIWATCH,https://www.crunchbase.com/funding_round/kiwatch-series-unknown--196eedfe,KIWATCH,https://www.crunchbase.com/organization/kiwatch,Venture - Series Unknown,3000000,EUR,3591021,2018-01-08,"Entrepreneur Venture, Groupe Siparex, Pays de la Loire Participations"
Initial Coin Offering - Mainframe,https://www.crunchbase.com/funding_round/mainframe-2-initial-coin-offering--144de493,Mainframe,https://www.crunchbase.com/organization/mainframe-2,Initial Coin Offering,,,,2018-03-01,Kenetic
Initial Coin Offering - Quantstamp,https://www.crunchbase.com/funding_round/quantstamp-technologies-initial-coin-offering--5ceffce5,Quantstamp,https://www.crunchbase.com/organization/quantstamp-technologies,Initial Coin Offering,,,,2017-10-01,Kenetic
Initial Coin Offering - NuCypher,https://www.crunchbase.com/funding_round/nucypher-initial-coin-offering--d7cfe51b,NuCypher,https://www.crunchbase.com/organization/nucypher,Initial Coin Offering,,,,2017-10-30,Kenetic
Secondary Market - Lookout,https://www.crunchbase.com/funding_round/lookout-secondary-market--4e62441d,Lookout,https://www.crunchbase.com/organization/lookout,Secondary Market,,,,2018-01-01,Kevin Milden
Non Equity Assistance - Keyp,https://www.crunchbase.com/funding_round/keyp-non-equity-assistance--ceb9f748,Keyp,https://www.crunchbase.com/organization/keyp,Non-equity Assistance,,,,2018-03-30,Startup Sesame
Seed Round - PolySign,https://www.crunchbase.com/funding_round/polysign-seed--6114d4a1,PolySign,https://www.crunchbase.com/organization/polysign,Seed,,,,2018-01-30,CRCM Ventures
Seed Round - CYR3CON,https://www.crunchbase.com/funding_round/cyr3con-seed--bf577dcd,CYR3CON,https://www.crunchbase.com/organization/cyr3con,Seed,1500000,USD,1500000,2018-03-30,"Michael Sutton, SaaS Ventures, Scout Ventures, SixThirty CYBER"
Grant - Cypheme,https://www.crunchbase.com/funding_round/cypheme-grant--11afd094,Cypheme,https://www.crunchbase.com/organization/cypheme,Grant,71429,EUR,85651,2018-05-01,EASME - EU Executive Agency for SMEs
Venture Round - Futurae,https://www.crunchbase.com/funding_round/futurae-series-unknown--04a4beaf,Futurae,https://www.crunchbase.com/organization/futurae,Venture - Series Unknown,,,,2018-05-01,Equitypitcher
Venture Round - ThetaRay,https://www.crunchbase.com/funding_round/thetaray-series-unknown--b73be2a7,ThetaRay,https://www.crunchbase.com/organization/thetaray,Venture - Series Unknown,6000000,USD,6000000,2018-02-23,FortRoss Ventures
Series B - Secucloud GmbH,https://www.crunchbase.com/funding_round/secucloud-series-b--cc125901,Secucloud GmbH,https://www.crunchbase.com/organization/secucloud,Series B,,,,2017-10-01,Sonae IM
Seed Round - Olympus Sky Technologies,https://www.crunchbase.com/funding_round/olympus-sky-seed--17052954,Olympus Sky Technologies,https://www.crunchbase.com/organization/olympus-sky,Seed,1000000,PLN,287522,2018-01-01,Akcelerator Technologiczny Gliwice Sp. z o.o.
Seed Round - Tenzir,https://www.crunchbase.com/funding_round/tenzir-seed--73373c5a,Tenzir,https://www.crunchbase.com/organization/tenzir,Seed,,,,2018-01-01,IFB Innovationsstarter GmbH
Secondary Market - Nextdoor,https://www.crunchbase.com/funding_round/nextdoor-secondary-market--ab6b7722,Nextdoor,https://www.crunchbase.com/organization/nextdoor,Secondary Market,,,,2018-03-31,SharesPost Investment Management
Pre Seed Round - Kalepso,https://www.crunchbase.com/funding_round/kalepso-pre-seed--204903b6,Kalepso,https://www.crunchbase.com/organization/kalepso,Pre-Seed,800000,CAD,640959,2017-10-01,TandemLaunch
Venture Round - SaltDNA,https://www.crunchbase.com/funding_round/saltdna-series-unknown--d401aecd,SaltDNA,https://www.crunchbase.com/organization/saltdna,Venture - Series Unknown,,,,2017-07-27,
Private Equity Round - Insight Partners,https://www.crunchbase.com/funding_round/insight-partners-private-equity--d3695d96,Insight Partners,https://www.crunchbase.com/organization/insight-partners,Private Equity,,,,2017-10-24,Ireland Strategic Investment Fund
Angel Round - MobilePages Inc.,https://www.crunchbase.com/funding_round/mobilepages-angel--b7cb34c0,MobilePages Inc.,https://www.crunchbase.com/organization/mobilepages,Angel,,,,2017-08-27,Terell Sterling
Equity Crowdfunding - WitFoo,https://www.crunchbase.com/funding_round/witfoo-equity-crowdfunding--8f6f6906,WitFoo,https://www.crunchbase.com/organization/witfoo,Equity Crowdfunding,,,,2017-12-27,Kartheek Pulavarthi
Equity Crowdfunding - Gyomo,https://www.crunchbase.com/funding_round/gyomo-equity-crowdfunding--e6f5522a,Gyomo,https://www.crunchbase.com/organization/gyomo,Equity Crowdfunding,16100,USD,16100,2018-04-24,StartEngine
Seed Round - Gyomo,https://www.crunchbase.com/funding_round/gyomo-seed--99230d8b,Gyomo,https://www.crunchbase.com/organization/gyomo,Seed,,,,2018-02-09,Startupbootcamp FinTech & CyberSecurity
Equity Crowdfunding - WitFoo,https://www.crunchbase.com/funding_round/witfoo-equity-crowdfunding--a5235661,WitFoo,https://www.crunchbase.com/organization/witfoo,Equity Crowdfunding,126840,USD,126840,2018-03-03,StartEngine
Equity Crowdfunding - Indeco,https://www.crunchbase.com/funding_round/indeco-equity-crowdfunding--95252a61,Indeco,https://www.crunchbase.com/organization/indeco,Equity Crowdfunding,171287,USD,171287,2018-01-13,StartEngine
Seed Round - Vision Tech Lab,https://www.crunchbase.com/funding_round/vision-tech-lab-seed--902f6392,Vision Tech Lab,https://www.crunchbase.com/organization/vision-tech-lab,Seed,,,,2018-02-08,Startupbootcamp FinTech Mumbai
Seed Round - ThingBlox,https://www.crunchbase.com/funding_round/thingblox-seed--706cfac1,ThingBlox,https://www.crunchbase.com/organization/thingblox,Seed,,,,2018-01-30,Startupbootcamp
Seed Round - Westgate,https://www.crunchbase.com/funding_round/westgate-seed--a4ff8c8c,Westgate,https://www.crunchbase.com/organization/westgate,Seed,,,,2018-01-01,Startupbootcamp FinTech Mumbai
Series A - Unnax,https://www.crunchbase.com/funding_round/unnax-payment-systems-slu-series-a--8e0e2003,Unnax,https://www.crunchbase.com/organization/unnax-payment-systems-slu,Series A,1500000,EUR,1759935,2017-10-06,"Keyword Venture Capital, Swanlaab Venture Factory"
Pre Seed Round - WalletCard,https://www.crunchbase.com/funding_round/walletcard-inc-pre-seed--feb5e4b1,WalletCard,https://www.crunchbase.com/organization/walletcard-inc,Pre-Seed,420000,CAD,334482,2018-01-01,"HATCHER+, Quake Capital Partners"
Seed Round - Kensu,https://www.crunchbase.com/funding_round/kensu-seed--a950f457,Kensu,https://www.crunchbase.com/organization/kensu,Seed,,,,2018-01-01,The Faktory
Seed Round - ArtLifting,https://www.crunchbase.com/funding_round/artlifting-seed--fa4d50e1,ArtLifting,https://www.crunchbase.com/organization/artlifting,Seed,,,,2018-03-29,Exponential Creativity Ventures
Seed Round - Metascan,https://www.crunchbase.com/funding_round/metascan-seed--158fb2d2,Metascan,https://www.crunchbase.com/organization/metascan,Seed,2500000,RUB,42452,2017-12-01,Internet Initiatives Development Fund (IIDF)
Seed Round - Trust Stamp,https://www.crunchbase.com/funding_round/trust-stamp-seed--7136e4ad,Trust Stamp,https://www.crunchbase.com/organization/trust-stamp,Seed,750000,USD,750000,2017-12-31,10Clouds SPA
Seed Round - iNVend,https://www.crunchbase.com/funding_round/invend-seed--97782ad3,iNVend,https://www.crunchbase.com/organization/invend,Seed,9000000,RUB,156416,2018-03-20,"Mikhail Chuchkevich, Moscow Seed Fund"
Seed Round - Argent,https://www.crunchbase.com/funding_round/argent-seed--9c6bed00,Argent,https://www.crunchbase.com/organization/argent,Seed,150000,GBP,211317,2018-04-04,KR1
Non Equity Assistance - Dover Microsystems,https://www.crunchbase.com/funding_round/dover-microsystems-non-equity-assistance--6aca7c73,Dover Microsystems,https://www.crunchbase.com/organization/dover-microsystems,Non-equity Assistance,,,,2017-10-02,Ridgebox
Corporate Round - Harbor,https://www.crunchbase.com/funding_round/harbor-platform-corporate-round--8cd766c1,Harbor,https://www.crunchbase.com/organization/harbor-platform,Corporate Round,28000000,USD,28000000,2018-04-17,"1confirmation, Abstract Holdings, Abstract Ventures, Andreessen Horowitz, Craft Ventures, Founders Fund, Future Perfect Ventures, Navitas Capital, Pantera Capital, Signia Venture Partners, South Park Commons, Valor Equity Partners, Vy Capital"
Seed Round - Zighra,https://www.crunchbase.com/funding_round/zighra-seed--78241085,Zighra,https://www.crunchbase.com/organization/zighra,Seed,,,,2017-09-01,SixThirty CYBER
Seed Round - Source Defense,https://www.crunchbase.com/funding_round/source-defense-seed--a87b8fca,Source Defense,https://www.crunchbase.com/organization/source-defense,Seed,,,,2017-11-01,SixThirty CYBER
Seed Round - AppsCo Inc,https://www.crunchbase.com/funding_round/appsco-seed--f540ef17,AppsCo Inc,https://www.crunchbase.com/organization/appsco,Seed,,,,2018-01-01,SixThirty CYBER
Seed Round - Reblaze,https://www.crunchbase.com/funding_round/reblaze-seed--1ea3fd04,Reblaze,https://www.crunchbase.com/organization/reblaze,Seed,,,,2018-02-01,SixThirty CYBER
Seed Round - Silverfort,https://www.crunchbase.com/funding_round/silverfort-2-seed--66438a46,Silverfort,https://www.crunchbase.com/organization/silverfort-2,Seed,,,,2017-11-01,SixThirty CYBER
Seed Round - BotDoc,https://www.crunchbase.com/funding_round/botdoc-seed--ba63924a,BotDoc,https://www.crunchbase.com/organization/botdoc,Seed,,,,2018-05-01,SixThirty CYBER
Seed Round - Senseon,https://www.crunchbase.com/funding_round/senseon-seed--5713824e,Senseon,https://www.crunchbase.com/organization/senseon,Seed,,,,2018-04-17,CyLon
Seed Round - Sauron Security,https://www.crunchbase.com/funding_round/sauron-security-seed--a97669e0,Sauron Security,https://www.crunchbase.com/organization/sauron-security,Seed,,,,2018-04-17,CyLon
Seed Round - Keepnet Labs,https://www.crunchbase.com/funding_round/keepnet-labs-seed--9df320b0,Keepnet Labs,https://www.crunchbase.com/organization/keepnet-labs,Seed,,,,2018-04-17,CyLon
Seed Round - Secberus,https://www.crunchbase.com/funding_round/secberus-seed--f3caf014,Secberus,https://www.crunchbase.com/organization/secberus,Seed,,,,2018-04-17,CyLon
Seed Round - AttackFlow,https://www.crunchbase.com/funding_round/attackflow-seed--9df470c5,AttackFlow,https://www.crunchbase.com/organization/attackflow,Seed,,,,2018-04-17,CyLon
Seed Round - Sweepatic,https://www.crunchbase.com/funding_round/sweepatic-seed--0233b998,Sweepatic,https://www.crunchbase.com/organization/sweepatic,Seed,,,,2018-04-17,CyLon
Series A - Damstra Technology,https://www.crunchbase.com/funding_round/damstra-technology-series-a--9d4d85e2,Damstra Technology,https://www.crunchbase.com/organization/damstra-technology,Series A,10000000,USD,10000000,2018-05-01,Alium Capital
Pre Seed Round - ProcessBolt,https://www.crunchbase.com/funding_round/processbolt-pre-seed--25275233,ProcessBolt,https://www.crunchbase.com/organization/processbolt,Pre-Seed,470000,USD,470000,2018-05-01,"Harold DeJager, Matchstick Ventures, Neil Falcone, Seth Peter, Techstars"
Pre Seed Round - Kapalya,https://www.crunchbase.com/funding_round/kapalya-pre-seed--a5c8d405,Kapalya,https://www.crunchbase.com/organization/kapalya,Pre-Seed,,,,2018-02-02,Gulfport Patel
Pre Seed Round - SafeTalpa,https://www.crunchbase.com/funding_round/safetalpa-pre-seed--62f10a78,SafeTalpa,https://www.crunchbase.com/organization/safetalpa,Pre-Seed,,,,2018-04-04,Esteban Dalel
Seed Round - Enginsight,https://www.crunchbase.com/funding_round/enginsight-seed--4540730c,Enginsight,https://www.crunchbase.com/organization/enginsight,Seed,420000,EUR,505184,2017-09-07,"bm-t beteiligungsmanagement thüringen, Brandenburg Ventures, Paysmark Verwaltungs- und Beteiligungsgesellschaft mbH"
Venture Round - Seacom,https://www.crunchbase.com/funding_round/seacom-series-unknown--daf3fbd8,Seacom,https://www.crunchbase.com/organization/seacom,Venture - Series Unknown,,,,2017-12-01,Investec Asset Management
Venture Round - Garrison Technology,https://www.crunchbase.com/funding_round/garrison-technology-series-unknown--067f1ce3,Garrison Technology,https://www.crunchbase.com/organization/garrison-technology,Venture - Series Unknown,,,,2017-12-08,
Equity Crowdfunding - Keezel,https://www.crunchbase.com/funding_round/keezel-equity-crowdfunding--53f036bf,Keezel,https://www.crunchbase.com/organization/keezel,Equity Crowdfunding,767158,USD,767158,2017-07-31,StartEngine
Series A - Arrow Labs Solutions,https://www.crunchbase.com/funding_round/arrow-labs-solutions-series-a--72d8f1d5,Arrow Labs Solutions,https://www.crunchbase.com/organization/arrow-labs-solutions,Series A,,,,2018-05-01,Global Ventures
Initial Coin Offering - Metadium,https://www.crunchbase.com/funding_round/metadium-initial-coin-offering--71d54150,Metadium,https://www.crunchbase.com/organization/metadium,Initial Coin Offering,,,,2018-05-01,Block Crafters Capital
Debt Financing - KeepIt,https://www.crunchbase.com/funding_round/keepit-debt-financing--7732103c,KeepIt,https://www.crunchbase.com/organization/keepit,Debt Financing,50000000,DKK,8237969,2018-03-01,Keepit Group
Pre Seed Round - Kindite,https://www.crunchbase.com/funding_round/kindite-pre-seed--480abe92,Kindite,https://www.crunchbase.com/organization/kindite,Pre-Seed,,,,2018-01-01,The Junction
Pre Seed Round - iXDen,https://www.crunchbase.com/funding_round/ix-den-pre-seed--e02074d3,iXDen,https://www.crunchbase.com/organization/ix-den,Pre-Seed,100000,USD,100000,2018-01-01,The Junction
Non Equity Assistance - GuestOf,https://www.crunchbase.com/funding_round/guestof-non-equity-assistance--624f13b7,GuestOf,https://www.crunchbase.com/organization/guestof,Non-equity Assistance,,,,2018-03-31,ic@3401
Initial Coin Offering - Telegram Messenger,https://www.crunchbase.com/funding_round/telegram-messenger-initial-coin-offering--00da4d21,Telegram Messenger,https://www.crunchbase.com/organization/telegram-messenger,Initial Coin Offering,850000000,USD,850000000,2018-02-16,"Alexis Berthoud, Concentric, Dalma Capital, O.D. Kobo"
Series A - Arkose Labs,https://www.crunchbase.com/funding_round/arkoselabs-series-a--45d42c32,Arkose Labs,https://www.crunchbase.com/organization/arkoselabs,Series A,,,,2018-04-18,Transition Level Investments
Seed Round - Paztir,https://www.crunchbase.com/funding_round/paztir-seed--dc2a13d1,Paztir,https://www.crunchbase.com/organization/paztir,Seed,,,,2018-04-14,World Startup Factory
Series A - Building Intelligence Inc.,https://www.crunchbase.com/funding_round/BuildingIntelligence-series-a--a2a5e4e8,Building Intelligence Inc.,https://www.crunchbase.com/organization/BuildingIntelligence,Series A,4100000,USD,4100000,2018-04-01,Founders Equity
Seed Round - Simudyne,https://www.crunchbase.com/funding_round/simudyne-seed--62698766,Simudyne,https://www.crunchbase.com/organization/simudyne,Seed,2000000,GBP,2806584,2018-02-16,"Calibrate Ventures, Graphene Ventures, Sway Ventures, Techstars"
Seed Round - Boundary Technologies Ltd,https://www.crunchbase.com/funding_round/boundary-technologies-ltd-seed--4cf5b16d,Boundary Technologies Ltd,https://www.crunchbase.com/organization/boundary-technologies-ltd,Seed,560000,GBP,762100,2018-05-01,"Paul Walton, Robin Knox"
Pre Seed Round - Winston Privacy,https://www.crunchbase.com/funding_round/winston-privacy-pre-seed--ebf5881c,Winston Privacy,https://www.crunchbase.com/organization/winston-privacy,Pre-Seed,,,,2018-01-01,Grant Newlin
Series A - Averon,https://www.crunchbase.com/funding_round/averon-series-a--6ea470ce,Averon,https://www.crunchbase.com/organization/averon,Series A,11700000,USD,11700000,2018-03-21,"Avalon Ventures, Esther Dyson, K.V. Rao, Marc Benioff, MS&AD Ventures"
Seed Round - Steel Mountain Systems Corp.,https://www.crunchbase.com/funding_round/steel-mountain-systems-corp-seed--a86bcda9,Steel Mountain Systems Corp.,https://www.crunchbase.com/organization/steel-mountain-systems-corp,Seed,35000,USD,35000,2017-09-01,StartupYard
Seed Round - StealthMail,https://www.crunchbase.com/funding_round/stealthmail-seed--d7a9c56d,StealthMail,https://www.crunchbase.com/organization/stealthmail,Seed,2100000,USD,2100000,2017-07-15,Dima Bull
Non Equity Assistance - Crypta Labs,https://www.crunchbase.com/funding_round/crypta-labs-non-equity-assistance--5af74c5e,Crypta Labs,https://www.crunchbase.com/organization/crypta-labs,Non-equity Assistance,,,,2017-11-01,Pitch@Palace
Non Equity Assistance - Think Cyber Security,https://www.crunchbase.com/funding_round/think-cyber-security-non-equity-assistance--73284516,Think Cyber Security,https://www.crunchbase.com/organization/think-cyber-security,Non-equity Assistance,,,,2018-04-25,Pitch@Palace
Non Equity Assistance - ExactTrak,https://www.crunchbase.com/funding_round/exacttrak-non-equity-assistance--00460545,ExactTrak,https://www.crunchbase.com/organization/exacttrak,Non-equity Assistance,,,,2018-04-25,Pitch@Palace
Non Equity Assistance - Gospel Technology,https://www.crunchbase.com/funding_round/gospel-technology-non-equity-assistance--db0e1e1c,Gospel Technology,https://www.crunchbase.com/organization/gospel-technology,Non-equity Assistance,,,,2018-04-25,Pitch@Palace
"Seed Round - Gryphon Online Safety, Inc.",https://www.crunchbase.com/funding_round/gryphon-online-safety-inc-seed--fb67e61e,"Gryphon Online Safety, Inc.",https://www.crunchbase.com/organization/gryphon-online-safety-inc,Seed,,,,2018-03-23,SeedInvest
Seed Round - Securithings,https://www.crunchbase.com/funding_round/securithings-seed--fe6503b6,Securithings,https://www.crunchbase.com/organization/securithings,Seed,2150000,USD,2150000,2018-01-01,Firstime Venture Capital
Seed Round - Spherical Defence Labs,https://www.crunchbase.com/funding_round/spherical-defence-labs-seed--bbbb67de,Spherical Defence Labs,https://www.crunchbase.com/organization/spherical-defence-labs,Seed,2000000,USD,2000000,2018-01-31,"Conversion Capital, Michael Pennington, Point72 Ventures"
Venture Round - NanoLock Security Ltd,https://www.crunchbase.com/funding_round/nanolock-security-series-unknown--115ec2e4,NanoLock Security Ltd,https://www.crunchbase.com/organization/nanolock-security,Venture - Series Unknown,4500000,USD,4500000,2017-10-24,"ATOORO FUND, Awz HLS Investment Fund I LP"
Seed Round - SecureHome,https://www.crunchbase.com/funding_round/securehome-seed--fcf243a1,SecureHome,https://www.crunchbase.com/organization/securehome,Seed,,,,2018-01-01,Startupbootcamp
Seed Round - Mesier,https://www.crunchbase.com/funding_round/mesier-seed--a115221d,Mesier,https://www.crunchbase.com/organization/mesier,Seed,500000,USD,500000,2017-12-10,MP Pensjon
Venture Round - Zeppelin Solutions,https://www.crunchbase.com/funding_round/zeppelin-solutions-series-unknown--dec93def,Zeppelin Solutions,https://www.crunchbase.com/organization/zeppelin-solutions,Venture - Series Unknown,,,,2017-12-01,"BlueYard Capital, Fabric Ventures, True Ventures"
